Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-08-03 00:00:00-04:00,14.906123636513325,15.151874690116477,14.728164527887733,15.058659553527832,7614300,0.0,0.0
2020-08-04 00:00:00-04:00,15.075611947292066,15.27051828053364,14.990869571348568,15.16035270690918,8697100,0.0,0.0
2020-08-05 00:00:00-04:00,15.295936300045259,15.43999782070483,15.15187477938569,15.228142738342285,9822400,0.0,0.0
2020-08-06 00:00:00-04:00,15.126453760470225,15.558638338349496,15.11797936290482,15.482370376586914,8267200,0.0,0.0
2020-08-07 00:00:00-04:00,15.456948207146686,15.651854515075682,15.38915463846155,15.651854515075684,6907700,0.0,0.0
2020-08-10 00:00:00-04:00,15.677274543447252,16.1348822519032,15.668800147032233,16.084035873413086,8436300,0.0,0.0
2020-08-11 00:00:00-04:00,16.100986151642125,16.46537714947566,15.660327195363156,15.736595153808594,10594000,0.0,0.0
2020-08-12 00:00:00-04:00,15.93998055662708,15.98235255515555,15.592538250326001,15.931506156921387,9132400,0.0,0.0
2020-08-13 00:00:00-04:00,15.719648814840655,15.863710357037268,15.550165693408683,15.575587272644043,9263200,0.0,0.0
2020-08-14 00:00:00-04:00,15.49084645636006,15.550165629433518,15.287465741682677,15.40610408782959,11523000,0.0,0.0
2020-08-17 00:00:00-04:00,15.456950883347416,15.533218863363926,15.168827762468698,15.211199760437012,12917000,0.0,0.0
2020-08-18 00:00:00-04:00,15.202723738631933,15.482372430076987,15.092558171996023,15.456949234008789,8279000,0.0,0.0
2020-08-19 00:00:00-04:00,15.507790946499025,15.668801257139998,15.329833458153182,15.372203826904297,6196900,0.0,0.0
2020-08-20 00:00:00-04:00,15.25356261731114,15.439994467423261,15.228139431071718,15.380675315856934,5865500,0.0,0.0
2020-08-21 00:00:00-04:00,15.346780595108527,15.507789272038556,15.211193490153878,15.448470115661621,7473800,0.0,0.0
2020-08-24 00:00:00-04:00,15.609483651789885,15.956925882458068,15.609483651789885,15.804389953613281,5670000,0.0,0.0
2020-08-25 00:00:00-04:00,15.863707156879215,15.931500715041377,15.507790572446384,15.62643051147461,7465100,0.0,0.0
2020-08-26 00:00:00-04:00,15.67727512718519,15.745068684703766,15.5077904252258,15.53321361541748,10461000,0.0,0.0
2020-08-27 00:00:00-04:00,15.677276981485255,15.982348834565537,15.550164248143837,15.846761703491211,14543400,0.0,0.0
2020-08-28 00:00:00-04:00,16.338265428904673,17.100943443934298,15.973874408662741,16.8212947845459,22607800,0.0,0.0
2020-08-31 00:00:00-04:00,16.778925130775047,17.092471424665852,16.56707000732422,16.56707000732422,18537600,0.0,0.0
2020-09-01 00:00:00-04:00,16.550117708530887,16.567064884758857,16.151829165146,16.321313858032227,12850600,0.0,0.0
2020-09-02 00:00:00-04:00,16.423002493816085,16.86366137846283,16.380632131045555,16.812816619873047,10325900,0.0,0.0
2020-09-03 00:00:00-04:00,16.6687574823124,16.990776487382693,16.194202563562406,16.35521125793457,12562400,0.0,0.0
2020-09-04 00:00:00-04:00,16.312839600803727,16.524694660554424,16.03319098658584,16.29589080810547,10339300,0.0,0.0
2020-09-08 00:00:00-04:00,16.13852739542986,17.087851384862823,16.01879158904424,16.634571075439453,17584200,0.176,0.0
2020-09-09 00:00:00-04:00,16.68588918283634,16.959568290152497,16.634574758028602,16.848386764526367,10103400,0.0,0.0
2020-09-10 00:00:00-04:00,16.916807872300545,16.968122301145495,16.232608418923995,16.25826644897461,10408300,0.0,0.0
2020-09-11 00:00:00-04:00,16.41220894685543,16.65167733366079,16.283922078030265,16.49773406982422,10224500,0.0,0.0
2020-09-14 00:00:00-04:00,16.677334580428194,16.788516093211758,16.489180623696026,16.53194236755371,12678100,0.0,0.0
2020-09-15 00:00:00-04:00,16.617466714789284,16.89969845240833,16.463521834041458,16.472074508666992,8732700,0.0,0.0
