Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-08-03 00:00:00-04:00,8.418457289397141,8.529338791294506,8.28198799888381,8.435516357421875,9723800,0.0,0.0
2020-08-04 00:00:00-04:00,8.435517923023765,8.631692361190668,8.418458851832929,8.495223045349121,7913500,0.0,0.0
2020-08-05 00:00:00-04:00,8.571987238865312,8.648751432381504,8.418458851832929,8.495223045349121,6730100,0.0,0.0
2020-08-06 00:00:00-04:00,8.418455515923284,8.734040887107854,8.392867732697768,8.623159408569336,11467900,0.0,0.0
2020-08-07 00:00:00-04:00,8.606101989746094,8.64874884152643,8.503750033525911,8.606101989746094,7961100,0.0,0.0
2020-08-10 00:00:00-04:00,8.62316042669654,8.823600390321538,8.62316042669654,8.708454132080078,12021500,0.0,0.0
2020-08-11 00:00:00-04:00,8.853454371742352,9.041100065811364,8.614633096922548,8.66580867767334,9680100,0.0,0.0
2020-08-12 00:00:00-04:00,8.768157633739484,8.802274946967229,8.546395504469599,8.648747444152832,7467700,0.0,0.0
2020-08-13 00:00:00-04:00,8.5378674241024,8.554925676905436,8.14551784858,8.196693420410156,11949500,0.0,0.0
2020-08-14 00:00:00-04:00,8.145516596553724,8.316103165468903,8.02610559160264,8.247868537902832,8041500,0.0,0.0
2020-08-17 00:00:00-04:00,8.281984720519498,8.29051425115551,8.043163556656816,8.068751335144043,8931000,0.0,0.0
2020-08-18 00:00:00-04:00,8.017574832999648,8.128456289183317,7.983457524437042,8.060221672058105,6092700,0.0,0.0
2020-08-19 00:00:00-04:00,8.111400669992928,8.21801739547626,8.017577430978116,8.034636497497559,5024100,0.0,0.0
2020-08-20 00:00:00-04:00,7.957873199542911,8.000520057107188,7.855521229441338,7.898168087005615,6993700,0.0,0.0
2020-08-21 00:00:00-04:00,7.88110868985494,7.983460655686952,7.778756724022928,7.9578728675842285,8433800,0.0,0.0
2020-08-24 00:00:00-04:00,8.017576487299344,8.358750456742039,8.017576487299344,8.205222129821777,10576500,0.0,0.0
2020-08-25 00:00:00-04:00,8.213753188874815,8.316105154706827,7.936549846402145,7.9578728675842285,15471100,0.0,0.0
2020-08-26 00:00:00-04:00,8.614630271136155,8.768157776449353,8.205221692318807,8.247868537902832,27301800,0.0,0.0
2020-08-27 00:00:00-04:00,8.247869422052027,8.281986739492346,8.034635984694779,8.162575721740723,10944400,0.0,0.0
2020-08-28 00:00:00-04:00,8.179633551513644,8.401396488085568,8.138692451401631,8.384337425231934,10162600,0.0,0.0
2020-08-31 00:00:00-04:00,8.384337793034973,8.444042888800055,8.18816344213775,8.247868537902832,9873000,0.0,0.0
2020-09-01 00:00:00-04:00,8.247869494273939,8.281986812013004,7.996253970915451,8.077282905578613,13312500,0.0,0.0
2020-09-02 00:00:00-04:00,8.11139892694088,8.44404251837788,8.08581033266043,8.384337425231934,12537100,0.0,0.0
