Using database connection: sec_user@localhost:5432/sec_data
         56963 function calls (55375 primitive calls) in 0.674 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       33    0.000    0.000    0.000    0.000 compiler.py:7703(quote)
        9    0.000    0.000    0.000    0.000 relationships.py:2066(_generate_backref)
       13    0.000    0.000    0.000    0.000 langhelpers.py:1489(constructor_copy)
        1    0.000    0.000    0.000    0.000 poolmanager.py:321(connection_from_context)
       20    0.000    0.000    0.000    0.000 __init__.py:447(format)
     20/2    0.000    0.000    0.000    0.000 _compiler.py:37(_compile)
        9    0.000    0.000    0.000    0.000 relationships.py:2627(_refers_to_parent_table)
       63    0.000    0.000    0.000    0.000 <frozen _collections_abc>:771(get)
        3    0.000    0.000    0.000    0.000 loading.py:812(_instance_processor)
       27    0.000    0.000    0.000    0.000 annotation.py:296(_annotate)
        4    0.000    0.000    0.000    0.000 mapper.py:3247(<listcomp>)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:140(_path_stat)
       20    0.000    0.000    0.000    0.000 <frozen ntpath>:242(basename)
       54    0.000    0.000    0.000    0.000 api.py:26(_event_key)
      170    0.000    0.000    0.000    0.000 {method 'join' of 'str' objects}
    25/14    0.000    0.000    0.000    0.000 path_registry.py:787(_getitem)
       20    0.000    0.000    0.000    0.000 __init__.py:440(_format)
        3    0.000    0.000    0.000    0.000 construction.py:517(sanitize_array)
        9    0.000    0.000    0.000    0.000 visitors.py:922(traverse)
        8    0.000    0.000    0.000    0.000 relationships.py:1590(_add_reverse_property)
       34    0.000    0.000    0.000    0.000 elements.py:5423(__new__)
  108/107    0.000    0.000    0.000    0.000 langhelpers.py:1212(__get__)
        3    0.000    0.000    0.000    0.000 base.py:990(_gen_cache_key_inst)
        9    0.000    0.000    0.000    0.000 relationships.py:2907(_check_foreign_cols)
        1    0.000    0.000    0.000    0.000 frame.py:12597(values)
        1    0.000    0.000    0.000    0.000 models.py:409(prepare_url)
       73    0.000    0.000    0.000    0.000 elements.py:1500(comparator)
       20    0.000    0.000    0.000    0.000 <frozen ntpath>:208(split)
        9    0.000    0.000    0.000    0.000 relationships.py:3218(foreign_key_columns)
       18    0.000    0.000    0.000    0.000 enum.py:688(__call__)
        1    0.000    0.000    0.000    0.000 poolmanager.py:346(connection_from_pool_key)
       57    0.000    0.000    0.000    0.000 annotation.py:286(__init__)
        3    0.000    0.000    0.000    0.000 default.py:1310(_init_compiled)
        9    0.000    0.000    0.000    0.000 visitors.py:870(traverse_using)
        1    0.000    0.000    0.000    0.000 managers.py:1633(as_array)
        6    0.000    0.000    0.000    0.000 series.py:1229(_get_value)
        1    0.000    0.000    0.000    0.000 compiler.py:2773(_generate_delimited_and_list)
        3    0.000    0.000    0.000    0.000 result.py:1675(_fetchone_impl)
        5    0.000    0.000    0.000    0.000 base.py:1818(_init_proxy_index)
        7    0.000    0.000    0.000    0.000 sessions.py:61(merge_setting)
        3    0.000    0.000    0.000    0.000 result.py:2258(_fetchone_impl)
       21    0.000    0.000    0.000    0.000 compiler.py:7649(_requires_quotes)
        1    0.000    0.000    0.000    0.000 models.py:909(text)
       37    0.000    0.000    0.000    0.000 attr.py:537(__init__)
       11    0.000    0.000    0.000    0.000 path_registry.py:762(__missing__)
        6    0.000    0.000    0.000    0.000 base.py:277(_generative)
        4    0.000    0.000    0.000    0.000 <frozen genericpath>:16(exists)
       27    0.000    0.000    0.000    0.000 elements.py:5365(_with_annotations)
        1    0.000    0.000    0.000    0.000 poolmanager.py:245(_new_pool)
        6    0.000    0.000    0.000    0.000 loading.py:208(chunks)
        2    0.000    0.000    0.000    0.000 url.py:367(parse_url)
        9    0.000    0.000    0.000    0.000 relationships.py:3210(remote_columns)
       20    0.000    0.000    0.000    0.000 contextlib.py:141(__exit__)
        1    0.000    0.000    0.000    0.000 connectionpool.py:980(__init__)
       11    0.000    0.000    0.000    0.000 path_registry.py:538(__init__)
        1    0.000    0.000    0.000    0.000 managers.py:1707(_interleave)
        1    0.000    0.000    0.000    0.000 connection.py:369(close)
      243    0.000    0.000    0.000    0.000 visitors.py:481(<genexpr>)
        1    0.000    0.000    0.000    0.000 connectionpool.py:175(__init__)
       18    0.000    0.000    0.000    0.000 enum.py:1093(__new__)
        2    0.000    0.000    0.000    0.000 extensions.py:138(make_dsn)
       34    0.000    0.000    0.000    0.000 elements.py:5277(__new__)
        2    0.000    0.000    0.000    0.000 compiler.py:3668(visit_bindparam)
        1    0.000    0.000    0.000    0.000 compiler.py:3378(visit_binary)
        1    0.000    0.000    0.000    0.000 client.py:954(close)
        6    0.000    0.000    0.000    0.000 base.py:3784(get_loc)
        3    0.000    0.000    0.000    0.000 query.py:556(_statement_20)
       27    0.000    0.000    0.000    0.000 relationships.py:2868(parentmappers_)
       10    0.000    0.000    0.000    0.000 compiler.py:7776(format_label)
        9    0.000    0.000    0.000    0.000 relationships.py:3214(local_columns)
       11    0.000    0.000    0.000    0.000 compiler.py:2589(visit_column)
       70    0.000    0.000    0.000    0.000 _collections.py:257(__getitem__)
      173    0.000    0.000    0.000    0.000 __init__.py:1734(isEnabledFor)
        9    0.000    0.000    0.000    0.000 relationships.py:2146(_post_init)
       47    0.000    0.000    0.000    0.000 attributes.py:843(__init__)
        1    0.000    0.000    0.000    0.000 socket.py:499(close)
        6    0.000    0.000    0.000    0.000 base.py:300(generate)
        1    0.000    0.000    0.000    0.000 ssl.py:1335(_real_close)
      103    0.000    0.000    0.000    0.000 visitors.py:505(dispatch)
        1    0.000    0.000    0.000    0.000 adapters.py:280(cert_verify)
        9    0.000    0.000    0.000    0.000 relationships.py:2545(_has_remote_annotations)
        8    0.000    0.000    0.000    0.000 mapper.py:3251(_equivalent_columns)
        4    0.000    0.000    0.000    0.000 _elements_constructors.py:184(and_)
       10    0.000    0.000    0.000    0.000 coercions.py:1030(_literal_coercion)
        6    0.000    0.000    0.000    0.000 enum.py:1491(__or__)
        1    0.000    0.000    0.000    0.000 feedparser.py:471(_parse_headers)
       20    0.000    0.000    0.000    0.000 __init__.py:1087(flush)
        1    0.000    0.000    0.000    0.000 sessions.py:390(__init__)
        1    0.000    0.000    0.000    0.000 compiler.py:3469(_generate_generic_binary)
        4    0.000    0.000    0.000    0.000 elements.py:3166(and_)
        1    0.000    0.000    0.000    0.000 impl.py:71(__init__)
        9    0.000    0.000    0.000    0.000 dependency.py:57(from_relationship)
       50    0.000    0.000    0.000    0.000 typing.py:345(inner)
        3    0.000    0.000    0.000    0.000 coercions.py:792(_literal_coercion)
        3    0.000    0.000    0.000    0.000 <string>:1(limit)
        9    0.000    0.000    0.000    0.000 clsregistry.py:509(_resolve_name)
        3    0.000    0.000    0.000    0.000 cast.py:1164(maybe_infer_to_datetimelike)
       29    0.000    0.000    0.000    0.000 elements.py:1589(_expanded_proxy_set)
        3    0.000    0.000    0.000    0.000 elements.py:4626(_bind_param)
       15    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:96(_path_join)
        2    0.000    0.000    0.000    0.000 cookies.py:124(extract_cookies_to_jar)
      564    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 _collections.py:240(__init__)
       20    0.000    0.000    0.000    0.000 <frozen ntpath>:231(splitext)
        4    0.000    0.000    0.000    0.000 elements.py:3063(_construct)
        4    0.000    0.000    0.000    0.000 enum.py:1376(_missing_)
       68    0.000    0.000    0.000    0.000 {method 'write' of '_io.BytesIO' objects}
      598    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
       20    0.000    0.000    0.000    0.000 contextlib.py:287(helper)
       47    0.000    0.000    0.000    0.000 interfaces.py:1139(_strategy_lookup)
       38    0.000    0.000    0.000    0.000 interfaces.py:825(_parentmapper)
       27    0.000    0.000    0.000    0.000 annotation.py:301(_with_annotations)
      979    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
       20    0.000    0.000    0.000    0.000 {built-in method time.localtime}
        3    0.000    0.000    0.000    0.000 url.py:227(_encode_invalid_chars)
       36    0.000    0.000    0.000    0.000 {method 'sub' of 're.Pattern' objects}
        3    0.000    0.000    0.000    0.000 query.py:2611(limit)
        3    0.000    0.000    0.000    0.000 loading.py:224(<listcomp>)
       45    0.000    0.000    0.000    0.000 base.py:1610(__iter__)
        1    0.000    0.000    0.000    0.000 base.py:1219(close)
       10    0.000    0.000    0.000    0.000 parse.py:365(urlparse)
        1    0.000    0.000    0.000    0.000 base.py:1508(close)
        2    0.000    0.000    0.000    0.000 extensions.py:163(<listcomp>)
        3    0.000    0.000    0.000    0.000 util.py:1403(_offset_or_limit_clause)
        1    0.000    0.000    0.000    0.000 base.py:1385(_checkin)
        1    0.000    0.000    0.000    0.000 _collections.py:335(extend)
       30    0.000    0.000    0.000    0.000 base.py:326(_expand_cloned)
       80    0.000    0.000    0.000    0.000 {built-in method _winapi.LCMapStringEx}
      326    0.000    0.000    0.000    0.000 <frozen os>:742(check_str)
       47    0.000    0.000    0.000    0.000 instrumentation.py:402(post_configure_attribute)
       20    0.000    0.000    0.000    0.000 {built-in method time.strftime}
      128    0.000    0.000    0.000    0.000 elements.py:1460(self_group)
        9    0.000    0.000    0.000    0.000 _collections.py:344(__missing__)
       38    0.000    0.000    0.000    0.000 response.py:766(_error_catcher)
        1    0.000    0.000    0.000    0.000 structures.py:76(copy)
        3    0.000    0.000    0.000    0.000 loading.py:1068(_instance)
        1    0.000    0.000    0.000    0.000 base.py:167(__init__)
        1    0.000    0.000    0.000    0.000 typing.py:1550(__getitem__)
      178    0.000    0.000    0.000    0.000 enum.py:1226(__hash__)
    55/53    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
      564    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
        9    0.000    0.000    0.000    0.000 traversals.py:754(visit_anon_name)
      128    0.000    0.000    0.000    0.000 _collections.py:311(<genexpr>)
        3    0.000    0.000    0.000    0.000 default.py:1413(<listcomp>)
        1    0.000    0.000    0.000    0.000 models.py:610(prepare_cookies)
        1    0.000    0.000    0.000    0.000 connectionpool.py:256(_get_conn)
       11    0.000    0.000    0.000    0.000 queue.py:122(put)
       12    0.000    0.000    0.000    0.000 queue.py:154(get)
        1    0.000    0.000    0.000    0.000 base.py:843(_engine)
        3    0.000    0.000    0.000    0.000 context.py:491(orm_pre_session_exec)
       64    0.000    0.000    0.000    0.000 registry.py:238(__init__)
        2    0.000    0.000    0.000    0.000 events.py:86(_listen)
        1    0.000    0.000    0.000    0.000 url.py:839(make_url)
       13    0.000    0.000    0.000    0.000 type_api.py:992(_gen_dialect_impl)
       12    0.000    0.000    0.000    0.000 extensions.py:172(_param_escape)
        1    0.000    0.000    0.000    0.000 cookies.py:140(get_cookie_header)
       27    0.000    0.000    0.000    0.000 annotation.py:152(_deannotate)
       56    0.000    0.000    0.000    0.000 elements.py:5338(__get__)
        1    0.000    0.000    0.000    0.000 base.py:916(_finalize_fairy)
      176    0.000    0.000    0.000    0.000 _parser.py:162(__getitem__)
       20    0.000    0.000    0.000    0.000 <frozen genericpath>:121(_splitext)
        1    0.000    0.000    0.000    0.000 utils.py:258(extract_zipped_paths)
        2    0.000    0.000    0.000    0.000 _compiler.py:509(_compile_info)
        9    0.000    0.000    0.000    0.000 clsregistry.py:447(_access_cls)
        1    0.000    0.000    0.000    0.000 client.py:1267(endheaders)
        1    0.000    0.000    0.000    0.000 response.py:602(__init__)
        1    0.000    0.000    0.000    0.000 psycopg2.py:642(__init__)
       67    0.000    0.000    0.000    0.000 {method 'match' of 're.Pattern' objects}
       71    0.000    0.000    0.000    0.000 base.py:159(__getattr__)
        3    0.000    0.000    0.000    0.000 coercions.py:1080(_literal_coercion)
        8    0.000    0.000    0.000    0.000 mapper.py:3391(self_and_descendants)
        1    0.000    0.000    0.000    0.000 selectable.py:4833(_get_froms)
        1    0.000    0.000    0.000    0.000 session.py:5117(__call__)
       20    0.000    0.000    0.000    0.000 contextlib.py:104(__init__)
        3    0.000    0.000    0.000    0.000 cookies.py:35(__init__)
        1    0.000    0.000    0.000    0.000 url.py:867(_parse_url)
        3    0.000    0.000    0.000    0.000 managers.py:1863(from_array)
        9    0.000    0.000    0.000    0.000 relationships.py:2652(_tables_overlap)
      158    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
      552    0.000    0.000    0.000    0.000 {method 'append' of 'list' objects}
        2    0.000    0.000    0.000    0.000 cookiejar.py:1680(extract_cookies)
        6    0.000    0.000    0.000    0.000 default.py:1758(create_cursor)
       30    0.000    0.000    0.000    0.000 base.py:334(<listcomp>)
       59    0.000    0.000    0.000    0.000 mapper.py:2455(_log_desc)
        1    0.000    0.000    0.000    0.000 socket.py:495(_real_close)
       44    0.000    0.000    0.000    0.000 utf_8.py:15(decode)
        5    0.000    0.000    0.000    0.000 dependency.py:642(__init__)
        1    0.000    0.000    0.000    0.000 client.py:1029(_send_output)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:727(_compile_bytecode)
        1    0.000    0.000    0.000    0.000 {method '_wrap_socket' of '_ssl._SSLContext' objects}
        8    0.000    0.000    0.000    0.000 message.py:489(get)
        3    0.000    0.000    0.000    0.000 result.py:1535(scalar)
        1    0.000    0.000    0.000    0.000 compiler.py:3074(_row_limit_clause)
        3    0.000    0.000    0.000    0.000 compiler.py:1837(construct_params)
        1    0.000    0.000    0.000    0.000 cursor.py:578(<listcomp>)
        4    0.000    0.000    0.000    0.000 type_api.py:1000(_static_cache_key)
       20    0.000    0.000    0.000    0.000 <frozen ntpath>:154(splitdrive)
        9    0.000    0.000    0.000    0.000 relationships.py:2636(visit_binary)
        1    0.000    0.000    0.000    0.000 {function socket.close at 0x00000122F1112480}
        6    0.000    0.000    0.000    0.000 elements.py:2160(_gen_cache_key)
       84    0.000    0.000    0.000    0.000 annotation.py:283(__new__)
       13    0.000    0.000    0.000    0.000 default.py:593(type_descriptor)
       55    0.000    0.000    0.000    0.000 attr.py:257(_adjust_fn_spec)
       65    0.000    0.000    0.000    0.000 registry.py:260(with_wrapper)
        1    0.000    0.000    0.000    0.000 base.py:2036(limit_clause)
        9    0.000    0.000    0.000    0.000 relationships.py:2879(_check_remote_side)
        9    0.000    0.000    0.000    0.000 util.py:515(selectables_overlap)
        3    0.000    0.000    0.000    0.000 default.py:1540(_init_statement)
        5    0.000    0.000    0.000    0.000 connection.py:404(putheader)
        4    0.000    0.000    0.000    0.000 message.py:591(get_content_type)
        1    0.000    0.000    0.000    0.000 {built-in method marshal.loads}
        3    0.000    0.000    0.000    0.000 cookies.py:521(cookiejar_from_dict)
      523    0.000    0.000    0.000    0.000 {built-in method builtins.id}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:566(module_from_spec)
      316    0.000    0.000    0.000    0.000 <frozen os>:697(__iter__)
        1    0.000    0.000    0.000    0.000 connectionpool.py:1044(_new_conn)
      359    0.000    0.000    0.000    0.000 {built-in method builtins.setattr}
        1    0.000    0.000    0.000    0.000 context.py:2608(to_compile_state)
        1    0.000    0.000    0.000    0.000 client.py:968(send)
        1    0.000    0.000    0.000    0.000 adapters.py:523(request_url)
       14    0.000    0.000    0.000    0.000 dependency.py:28(__init__)
       23    0.000    0.000    0.000    0.000 _policybase.py:311(header_fetch_parse)
        2    0.000    0.000    0.000    0.000 adapters.py:178(__init__)
        5    0.000    0.000    0.000    0.000 elements.py:3020(_process_clauses_for_boolean)
        1    0.000    0.000    0.000    0.000 typing.py:1559(copy_with)
       68    0.000    0.000    0.000    0.000 _collections.py:310(__iter__)
        3    0.000    0.000    0.000    0.000 result.py:537(_raw_all_rows)
        6    0.000    0.000    0.000    0.000 default.py:1779(create_default_cursor)
       47    0.000    0.000    0.000    0.000 interfaces.py:1443(__init__)
     23/5    0.000    0.000    0.000    0.000 _parser.py:172(getwidth)
        9    0.000    0.000    0.000    0.000 relationships.py:1936(_clsregistry_resolvers)
        1    0.000    0.000    0.000    0.000 base.py:378(interleaved_dtype)
       40    0.000    0.000    0.000    0.000 __init__.py:922(acquire)
       23    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
       12    0.000    0.000    0.000    0.000 inspection.py:113(inspect)
        3    0.000    0.000    0.000    0.000 generic.py:6320(__setattr__)
       17    0.000    0.000    0.000    0.000 _policybase.py:293(header_source_parse)
      144    0.000    0.000    0.000    0.000 attributes.py:804(__init__)
        1    0.000    0.000    0.000    0.000 session.py:1501(__init__)
        1    0.000    0.000    0.000    0.000 utils.py:77(proxy_bypass_registry)
       10    0.000    0.000    0.000    0.000 selectable.py:4796(go)
       64    0.000    0.000    0.000    0.000 coercions.py:807(_post_coercion)
       18    0.000    0.000    0.000    0.000 relationships.py:2344(<genexpr>)
        4    0.000    0.000    0.000    0.000 url.py:301(_normalize_host)
       45    0.000    0.000    0.000    0.000 base.py:1612(<listcomp>)
       19    0.000    0.000    0.000    0.000 response.py:277(put)
      103    0.000    0.000    0.000    0.000 langhelpers.py:1381(_fallback_getattr)
       54    0.000    0.000    0.000    0.000 schema.py:2258(__str__)
        1    0.000    0.000    0.000    0.000 sessions.py:454(__exit__)
        3    0.000    0.000    0.000    0.000 attributes.py:1637(__init__)
        7    0.000    0.000    0.000    0.000 utils.py:335(to_key_val_list)
        1    0.000    0.000    0.000    0.000 models.py:483(prepare_headers)
        5    0.000    0.000    0.000    0.000 __init__.py:1467(debug)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:233(_call_with_frames_removed)
       13    0.000    0.000    0.000    0.000 type_api.py:2347(adapt_type)
       20    0.000    0.000    0.000    0.000 contextlib.py:132(__enter__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:493(_init_module_attrs)
        1    0.000    0.000    0.000    0.000 typing.py:1340(__init__)
        8    0.000    0.000    0.000    0.000 {method 'cursor' of 'psycopg2.extensions.connection' objects}
       10    0.000    0.000    0.000    0.000 traversals.py:773(visit_type)
       72    0.000    0.000    0.000    0.000 _parser.py:252(get)
       54    0.000    0.000    0.000    0.000 relationships.py:264(_resolve_against_registry)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1599(make_cookies)
       64    0.000    0.000    0.000    0.000 operators.py:2498(is_boolean)
        1    0.000    0.000    0.000    0.000 cast.py:1442(find_common_type)
       12    0.000    0.000    0.000    0.000 __init__.py:315(_subx)
       27    0.000    0.000    0.000    0.000 relationships.py:3054(_deannotate_pairs)
        1    0.000    0.000    0.000    0.000 models.py:658(__init__)
        1    0.000    0.000    0.000    0.000 ssl.py:1230(sendall)
        1    0.000    0.000    0.000    0.000 context.py:2697(__init__)
      281    0.000    0.000    0.000    0.000 registry.py:358(_listen_fn)
       77    0.000    0.000    0.000    0.000 type_api.py:2335(to_instance)
       94    0.000    0.000    0.000    0.000 instrumentation.py:321(_attr_has_impl)
        1    0.000    0.000    0.000    0.000 _psycopg_common.py:120(__init__)
        1    0.000    0.000    0.000    0.000 message.py:478(items)
      100    0.000    0.000    0.000    0.000 weakref.py:427(__setitem__)
        1    0.000    0.000    0.000    0.000 base.py:750(checkin)
       12    0.000    0.000    0.000    0.000 base.py:516(_inspect_mapped_class)
        1    0.000    0.000    0.000    0.000 sessions.py:794(close)
       44    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
        3    0.000    0.000    0.000    0.000 log.py:228(instance_logger)
        3    0.000    0.000    0.000    0.000 result.py:1643(_soft_close)
        2    0.000    0.000    0.000    0.000 socket.py:220(__init__)
        1    0.000    0.000    0.000    0.000 feedparser.py:184(close)
        6    0.000    0.000    0.000    0.000 mapper.py:2451(_expire_memoizations)
        6    0.000    0.000    0.000    0.000 inspect.py:449(isawaitable)
        3    0.000    0.000    0.000    0.000 cursor.py:2134(_fetchall_impl)
       14    0.000    0.000    0.000    0.000 langhelpers.py:470(_inspect_func_args)
       78    0.000    0.000    0.000    0.000 base.py:170(_event_descriptors)
        2    0.000    0.000    0.000    0.000 parse.py:432(urlsplit)
        1    0.000    0.000    0.000    0.000 client.py:248(__init__)
        2    0.000    0.000    0.000    0.000 utils.py:828(select_proxy)
        1    0.000    0.000    0.000    0.000 message.py:486(<listcomp>)
        9    0.000    0.000    0.000    0.000 relationships.py:2583(is_foreign)
        1    0.000    0.000    0.000    0.000 base.py:3246(__init__)
        1    0.000    0.000    0.000    0.000 netrc.py:1(<module>)
        4    0.000    0.000    0.000    0.000 enum.py:1438(<listcomp>)
        4    0.000    0.000    0.000    0.000 socket.py:99(_intenum_converter)
       23    0.000    0.000    0.000    0.000 _policybase.py:281(_sanitize_header)
        2    0.000    0.000    0.000    0.000 {built-in method psycopg2._psycopg.parse_dsn}
       51    0.000    0.000    0.000    0.000 response.py:9(is_fp_closed)
        3    0.000    0.000    0.000    0.000 config.py:145(_get_option)
        3    0.000    0.000    0.000    0.000 numeric.py:324(full)
       12    0.000    0.000    0.000    0.000 compiler.py:3921(_truncated_identifier)
       37    0.000    0.000    0.000    0.000 elements.py:476(_cloned_set)
        1    0.000    0.000    0.000    0.000 feedparser.py:139(__init__)
       20    0.000    0.000    0.000    0.000 __init__.py:652(usesTime)
       48    0.000    0.000    0.000    0.000 elements.py:3935(__bool__)
        3    0.000    0.000    0.000    0.000 <string>:1(filter)
      254    0.000    0.000    0.000    0.000 annotation.py:366(__hash__)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:437(cache_from_source)
        8    0.000    0.000    0.000    0.000 weakref.py:461(items)
        5    0.000    0.000    0.000    0.000 elements.py:3061(<listcomp>)
        3    0.000    0.000    0.000    0.000 result.py:2337(_soft_close)
        9    0.000    0.000    0.000    0.000 cursor.py:1537(_soft_close)
      346    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
        3    0.000    0.000    0.000    0.000 cursor.py:1131(fetchall)
       20    0.000    0.000    0.000    0.000 feedparser.py:128(__next__)
        1    0.000    0.000    0.000    0.000 __init__.py:305(_compile_repl)
        5    0.000    0.000    0.000    0.000 client.py:1239(putheader)
        1    0.000    0.000    0.000    0.000 base.py:449(_return_conn)
        1    0.000    0.000    0.000    0.000 client.py:206(_read_headers)
        1    0.000    0.000    0.000    0.000 decl_api.py:1380(_mappers_to_configure)
       13    0.000    0.000    0.000    0.000 selectable.py:810(is_derived_from)
        9    0.000    0.000    0.000    0.000 clsregistry.py:546(_resolver)
        1    0.000    0.000    0.000    0.000 response.py:40(assert_header_parsing)
       10    0.000    0.000    0.000    0.000 type_api.py:1074(_compare_type_affinity)
       37    0.000    0.000    0.000    0.000 attr.py:80(_memoized_attr_ref)
       52    0.000    0.000    0.000    0.000 events.py:2531(_accept_with)
        1    0.000    0.000    0.000    0.000 sessions.py:724(<listcomp>)
        1    0.000    0.000    0.000    0.000 <string>:1(__init__)
        3    0.000    0.000    0.000    0.000 interfaces.py:1084(create_row_processor)
       17    0.000    0.000    0.000    0.000 _collections.py:300(add)
        9    0.000    0.000    0.000    0.000 clsregistry.py:566(resolve_name)
        4    0.000    0.000    0.000    0.000 cookiejar.py:1261(__init__)
        1    0.000    0.000    0.000    0.000 session.py:2592(expunge_all)
        1    0.000    0.000    0.000    0.000 connection.py:384(putrequest)
        5    0.000    0.000    0.000    0.000 _compiler.py:241(_optimize_charset)
        4    0.000    0.000    0.000    0.000 _collections.py:418(to_list)
        1    0.000    0.000    0.000    0.000 impl.py:142(_do_return_conn)
      108    0.000    0.000    0.000    0.000 {method 'issubset' of 'set' objects}
        3    0.000    0.000    0.000    0.000 generic.py:6255(__finalize__)
        6    0.000    0.000    0.000    0.000 cursor.py:796(_merge_cols_by_none)
        3    0.000    0.000    0.000    0.000 {built-in method builtins.__build_class__}
       23    0.000    0.000    0.000    0.000 threading.py:359(notify)
        3    0.000    0.000    0.000    0.000 instrumentation.py:502(new_instance)
        2    0.000    0.000    0.000    0.000 {built-in method winreg.OpenKey}
       28    0.000    0.000    0.000    0.000 {method 'difference' of 'set' objects}
       10    0.000    0.000    0.000    0.000 weakref.py:367(__init__)
        7    0.000    0.000    0.000    0.000 mapper.py:2705(_with_polymorphic_mappers)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:392(cached)
        2    0.000    0.000    0.000    0.000 adapters.py:513(close)
        3    0.000    0.000    0.000    0.000 result.py:262(__init__)
        1    0.000    0.000    0.000    0.000 connection.py:615(__init__)
        4    0.000    0.000    0.000    0.000 message.py:524(get_all)
        9    0.000    0.000    0.000    0.000 strategies.py:586(__init__)
       88    0.000    0.000    0.000    0.000 _parser.py:231(__next)
        2    0.000    0.000    0.000    0.000 response.py:666(release_conn)
        1    0.000    0.000    0.000    0.000 ssl.py:618(options)
        3    0.000    0.000    0.000    0.000 context.py:148(__init__)
       18    0.000    0.000    0.000    0.000 enum.py:1356(_iter_member_by_value_)
       81    0.000    0.000    0.000    0.000 <string>:1(_generated_get_children_traversal)
        3    0.000    0.000    0.000    0.000 base.py:2197(_entity_namespace_key)
        9    0.000    0.000    0.000    0.000 parse.py:155(hostname)
        5    0.000    0.000    0.000    0.000 elements.py:2846(self_group)
        9    0.000    0.000    0.000    0.000 base.py:540(class_mapper)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:159(_path_isfile)
       37    0.000    0.000    0.000    0.000 attr.py:418(__init__)
      254    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
        6    0.000    0.000    0.000    0.000 traversals.py:1015(compare_column)
        1    0.000    0.000    0.000    0.000 __init__.py:71(search_function)
      161    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
        3    0.000    0.000    0.000    0.000 message.py:615(get_content_maintype)
       54    0.000    0.000    0.000    0.000 registry.py:256(_key)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:567(_get_cached)
      137    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
       23    0.000    0.000    0.000    0.000 {method '_checkReadable' of '_io._IOBase' objects}
        1    0.000    0.000    0.000    0.000 socket.py:303(makefile)
       10    0.000    0.000    0.000    0.000 compiler.py:4437(_add_to_result_map)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:150(_path_is_mode_type)
        1    0.000    0.000    0.000    0.000 mapper.py:2860(__clause_element__)
        1    0.000    0.000    0.000    0.000 response.py:235(_get_decoder)
       36    0.000    0.000    0.000    0.000 util.py:470(surface_selectables)
        1    0.000    0.000    0.000    0.000 limiter.py:48(wrap_item)
        1    0.000    0.000    0.000    0.000 ssl.py:1203(send)
      243    0.000    0.000    0.000    0.000 {built-in method builtins.hash}
        1    0.000    0.000    0.000    0.000 queue.py:132(put)
       43    0.000    0.000    0.000    0.000 {method 'intersection' of 'set' objects}
        1    0.000    0.000    0.000    0.000 ssl.py:566(set_alpn_protocols)
        6    0.000    0.000    0.000    0.000 schema.py:410(_gen_cache_key)
        1    0.000    0.000    0.000    0.000 connectionpool.py:81(__init__)
        1    0.000    0.000    0.000    0.000 base.py:313(_creator)
        1    0.000    0.000    0.000    0.000 url.py:349(_encode_target)
       50    0.000    0.000    0.000    0.000 {method 'getvalue' of '_io.BytesIO' objects}
        2    0.000    0.000    0.000    0.000 annotation.py:86(_annotations_cache_key)
        3    0.000    0.000    0.000    0.000 __init__.py:2081(getLogger)
        2    0.000    0.000    0.000    0.000 selectable.py:4857(_normalize_froms)
       63    0.000    0.000    0.000    0.000 <string>:1(_generated_copy_internals_traversal)
       27    0.000    0.000    0.000    0.000 relationships.py:3063(<listcomp>)
        9    0.000    0.000    0.000    0.000 langhelpers.py:1301(_reset_memoizations)
        1    0.000    0.000    0.000    0.000 session.py:1874(_autobegin_t)
        1    0.000    0.000    0.000    0.000 feedparser.py:101(push)
       38    0.000    0.000    0.000    0.000 structures.py:46(__setitem__)
