Using database connection: sec_user@localhost:5432/sec_data
         56963 function calls (55375 primitive calls) in 0.674 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       73    0.000    0.000    0.000    0.000 type_api.py:181(__init__)
       56    0.000    0.000    0.000    0.000 base.py:334(manager_of_class)
      128    0.000    0.000    0.000    0.000 _collections.py:312(<genexpr>)
        1    0.000    0.000    0.000    0.000 base.py:5180(_get_engine_target)
        1    0.000    0.000    0.000    0.000 base.py:2953(__init__)
       36    0.000    0.000    0.000    0.000 traversals.py:470(__init__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1146(path_stats)
        3    0.000    0.000    0.000    0.000 generic.py:807(_set_axis)
       63    0.000    0.000    0.000    0.000 visitors.py:558(<genexpr>)
        1    0.000    0.000    0.000    0.000 response.py:341(__init__)
        3    0.000    0.000    0.000    0.000 <frozen ntpath>:319(expanduser)
        1    0.000    0.000    0.000    0.000 {method 'write' of '_ssl._SSLSocket' objects}
        1    0.000    0.000    0.000    0.000 url.py:737(_instantiate_plugins)
        1    0.000    0.000    0.000    0.000 compiler.py:1778(_bind_processors)
        9    0.000    0.000    0.000    0.000 relationships.py:1667(_setup_registry_dependencies)
        1    0.000    0.000    0.000    0.000 response.py:101(__init__)
        3    0.000    0.000    0.000    0.000 decl_api.py:1912(_inspect_decl_meta)
        2    0.000    0.000    0.000    0.000 poolmanager.py:283(clear)
        3    0.000    0.000    0.000    0.000 result.py:2238(_soft_close)
       20    0.000    0.000    0.000    0.000 __init__.py:432(usesTime)
        1    0.000    0.000    0.000    0.000 client.py:412(_close_conn)
        4    0.000    0.000    0.000    0.000 base.py:803(__add__)
        1    0.000    0.000    0.000    0.000 _parser.py:997(parse_template)
       59    0.000    0.000    0.000    0.000 attr.py:374(__call__)
        3    0.000    0.000    0.000    0.000 type_api.py:1044(coerce_compared_value)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1356(add_cookie_header)
       10    0.000    0.000    0.000    0.000 compiler.py:1004(type)
       47    0.000    0.000    0.000    0.000 attributes.py:488(__str__)
        3    0.000    0.000    0.000    0.000 generic.py:278(__init__)
        4    0.000    0.000    0.000    0.000 typing.py:332(is_non_string_iterable)
        1    0.000    0.000    0.000    0.000 connectionpool.py:294(_put_conn)
        6    0.000    0.000    0.000    0.000 _weakrefset.py:27(__exit__)
        1    0.000    0.000    0.000    0.000 base.py:329(_should_wrap_creator)
        3    0.000    0.000    0.000    0.000 base.py:1180(cursor)
       10    0.000    0.000    0.000    0.000 elements.py:4588(_tq_key_label)
        3    0.000    0.000    0.000    0.000 _collections.py:528(get)
        7    0.000    0.000    0.000    0.000 result.py:182(_make_key_to_index)
        1    0.000    0.000    0.000    0.000 default.py:276(__init__)
       10    0.000    0.000    0.000    0.000 strategies.py:207(setup_query)
        1    0.000    0.000    0.000    0.000 psycopg2.py:751(on_connect)
        2    0.000    0.000    0.000    0.000 adapters.py:216(init_poolmanager)
        2    0.000    0.000    0.000    0.000 base.py:82(shape)
        1    0.000    0.000    0.000    0.000 compiler.py:1786(<dictcomp>)
      211    0.000    0.000    0.000    0.000 typing.py:2233(cast)
        1    0.000    0.000    0.000    0.000 queue.py:89(__init__)
       10    0.000    0.000    0.000    0.000 result.py:1167(_getter)
        1    0.000    0.000    0.000    0.000 connection.py:132(__init__)
        1    0.000    0.000    0.000    0.000 session.py:5044(__init__)
       25    0.000    0.000    0.000    0.000 threading.py:264(__enter__)
        1    0.000    0.000    0.000    0.000 context.py:1670(_simple_statement)
        8    0.000    0.000    0.000    0.000 weakref.py:468(keys)
        9    0.000    0.000    0.000    0.000 clsregistry.py:431(__init__)
        2    0.000    0.000    0.000    0.000 annotation.py:92(_gen_annotations_cache_key)
        3    0.000    0.000    0.000    0.000 instrumentation.py:470(instrument_collection_class)
       27    0.000    0.000    0.000    0.000 relationships.py:3234(<setcomp>)
       44    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
       50    0.000    0.000    0.000    0.000 _parser.py:170(append)
      145    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        6    0.000    0.000    0.000    0.000 sqltypes.py:3894(_resolve_value_to_type)
       20    0.000    0.000    0.000    0.000 __init__.py:164(<lambda>)
        1    0.000    0.000    0.000    0.000 <frozen genericpath>:39(isdir)
        3    0.000    0.000    0.000    0.000 config.py:127(_get_single_key)
       10    0.000    0.000    0.000    0.000 {method 'extend' of 'collections.deque' objects}
       40    0.000    0.000    0.000    0.000 __init__.py:929(release)
        1    0.000    0.000    0.000    0.000 _psycopg_common.py:132(create_connect_args)
        1    0.000    0.000    0.000    0.000 sessions.py:159(resolve_redirects)
        1    0.000    0.000    0.000    0.000 url.py:152(create)
        5    0.000    0.000    0.000    0.000 operators.py:2608(is_precedent)
        1    0.000    0.000    0.000    0.000 selectable.py:4841(<listcomp>)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1599(_get_spec)
        3    0.000    0.000    0.000    0.000 blocks.py:2789(new_block)
        2    0.000    0.000    0.000    0.000 compiler.py:3945(bindparam_string)
        1    0.000    0.000    0.000    0.000 session.py:925(__init__)
        1    0.000    0.000    0.000    0.000 interfaces.py:2282(on_connect_url)
        6    0.000    0.000    0.000    0.000 traversals.py:995(compare_column_element)
        3    0.000    0.000    0.000    0.000 session.py:3044(_autoflush)
        2    0.000    0.000    0.000    0.000 compat.py:68(inspect_getfullargspec)
        6    0.000    0.000    0.000    0.000 result.py:205(_effective_processors)
        4    0.000    0.000    0.000    0.000 enum.py:1501(__and__)
       74    0.000    0.000    0.000    0.000 operators.py:2475(is_comparison)
        3    0.000    0.000    0.000    0.000 {built-in method winreg.QueryValueEx}
        1    0.000    0.000    0.000    0.000 models.py:106(_encode_params)
        1    0.000    0.000    0.000    0.000 models.py:85(path_url)
        1    0.000    0.000    0.000    0.000 queue.py:34(__init__)
        3    0.000    0.000    0.000    0.000 url.py:324(<listcomp>)
        2    0.000    0.000    0.000    0.000 compiler.py:3908(_truncate_bindparam)
        1    0.000    0.000    0.000    0.000 poolmanager.py:95(_default_key_normalizer)
        1    0.000    0.000    0.000    0.000 _collections.py:552(__setitem__)
      162    0.000    0.000    0.000    0.000 traversals.py:395(visit_clauseelement)
       20    0.000    0.000    0.000    0.000 feedparser.py:78(readline)
        3    0.000    0.000    0.000    0.000 compiler.py:1788(<genexpr>)
        9    0.000    0.000    0.000    0.000 relationships.py:1993(_check_cascade_settings)
        1    0.000    0.000    0.000    0.000 feedparser.py:53(__init__)
      162    0.000    0.000    0.000    0.000 elements.py:4955(get_children)
        1    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedReader' objects}
      165    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
        3    0.000    0.000    0.000    0.000 series.py:784(name)
        1    0.000    0.000    0.000    0.000 langhelpers.py:558(get_func_kwargs)
       18    0.000    0.000    0.000    0.000 schema.py:2269(references)
        7    0.000    0.000    0.000    0.000 threading.py:90(RLock)
       89    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
        6    0.000    0.000    0.000    0.000 cursor.py:649(_colnames_from_description)
        4    0.000    0.000    0.000    0.000 mapper.py:3239(<listcomp>)
       11    0.000    0.000    0.000    0.000 type_api.py:788(_type_affinity)
       12    0.000    0.000    0.000    0.000 __init__.py:228(_acquireLock)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:169(__enter__)
       56    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
       64    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
        1    0.000    0.000    0.000    0.000 selectable.py:6526(_all_selected_columns)
        3    0.000    0.000    0.000    0.000 query.py:1875(filter)
       27    0.000    0.000    0.000    0.000 {built-in method builtins.max}
       14    0.000    0.000    0.000    0.000 parse.py:110(_coerce_args)
        5    0.000    0.000    0.000    0.000 utils.py:1024(check_header_validity)
        1    0.000    0.000    0.000    0.000 ssl.py:503(_encode_hostname)
        6    0.000    0.000    0.000    0.000 mapper.py:2972(_polymorphic_adapter)
        6    0.000    0.000    0.000    0.000 psycopg2.py:573(post_exec)
        1    0.000    0.000    0.000    0.000 limiter.py:309(handle_bucket_put)
        1    0.000    0.000    0.000    0.000 {built-in method zlib.decompressobj}
        1    0.000    0.000    0.000    0.000 client.py:1083(putrequest)
        1    0.000    0.000    0.000    0.000 extras.py:647(register_uuid)
        2    0.000    0.000    0.000    0.000 ssl.py:732(verify_mode)
        3    0.000    0.000    0.000    0.000 base.py:2178(_entity_namespace)
        1    0.000    0.000    0.000    0.000 utils.py:650(requote_uri)
        1    0.000    0.000    0.000    0.000 utils.py:890(default_headers)
      146    0.000    0.000    0.000    0.000 {built-in method nt.fspath}
        5    0.000    0.000    0.000    0.000 {method 'settimeout' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 psycopg2.py:738(on_connect)
        3    0.000    0.000    0.000    0.000 base.py:1484(cursor)
       18    0.000    0.000    0.000    0.000 relationships.py:3448(<dictcomp>)
        3    0.000    0.000    0.000    0.000 __init__.py:1327(getLogger)
        8    0.000    0.000    0.000    0.000 _collections.py:291(__init__)
        4    0.000    0.000    0.000    0.000 elements.py:3096(<listcomp>)
        2    0.000    0.000    0.000    0.000 path_registry.py:158(set)
       18    0.000    0.000    0.000    0.000 relationships.py:2359(<genexpr>)
        2    0.000    0.000    0.000    0.000 _collections.py:141(clear)
       11    0.000    0.000    0.000    0.000 _compiler.py:396(_simple)
        7    0.000    0.000    0.000    0.000 typing.py:1284(__setattr__)
       10    0.000    0.000    0.000    0.000 result.py:166(_getter)
       39    0.000    0.000    0.000    0.000 elements.py:403(_set_propagate_attrs)
        2    0.000    0.000    0.000    0.000 <frozen os>:773(getenv)
        5    0.000    0.000    0.000    0.000 threading.py:236(__init__)
        1    0.000    0.000    0.000    0.000 request.py:2661(getproxies_registry)
        4    0.000    0.000    0.000    0.000 langhelpers.py:1510(_next)
       64    0.000    0.000    0.000    0.000 operators.py:2517(is_associative)
       51    0.000    0.000    0.000    0.000 _parser.py:158(__len__)
        3    0.000    0.000    0.000    0.000 series.py:734(name)
        1    0.000    0.000    0.000    0.000 models.py:588(prepare_auth)
       24    0.000    0.000    0.000    0.000 utils.py:51(_has_surrogates)
        2    0.000    0.000    0.000    0.000 log.py:104(_should_log_info)
        3    0.000    0.000    0.000    0.000 idna.py:145(encode)
        1    0.000    0.000    0.000    0.000 compiler.py:5074(<listcomp>)
       42    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
        2    0.000    0.000    0.000    0.000 poolmanager.py:199(__init__)
        3    0.000    0.000    0.000    0.000 cursor.py:2131(_fetchone_impl)
       12    0.000    0.000    0.000    0.000 base.py:342(opt_manager_of_class)
       71    0.000    0.000    0.000    0.000 client.py:440(isclosed)
        1    0.000    0.000    0.000    0.000 connectionpool.py:1145(_normalize_host)
        1    0.000    0.000    0.000    0.000 adapters.py:373(build_connection_pool_key_attributes)
        9    0.000    0.000    0.000    0.000 relationships.py:1930(_clsregistry_resolve_name)
       45    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        3    0.000    0.000    0.000    0.000 collections.py:822(prepare_instrumentation)
        1    0.000    0.000    0.000    0.000 state.py:466(_detach_states)
       20    0.000    0.000    0.000    0.000 threading.py:1446(current_thread)
       10    0.000    0.000    0.000    0.000 parse.py:196(_hostinfo)
       20    0.000    0.000    0.000    0.000 __init__.py:123(getLevelName)
       53    0.000    0.000    0.000    0.000 _parser.py:247(match)
        1    0.000    0.000    0.000    0.000 response.py:710(_init_length)
       21    0.000    0.000    0.000    0.000 structures.py:51(__getitem__)
        1    0.000    0.000    0.000    0.000 typing.py:1245(__init__)
       22    0.000    0.000    0.000    0.000 threading.py:279(_is_owned)
        6    0.000    0.000    0.000    0.000 langhelpers.py:1309(_set_memoized_attribute)
       12    0.000    0.000    0.000    0.000 selectable.py:1507(<lambda>)
        6    0.000    0.000    0.000    0.000 connection.py:453(<genexpr>)
        2    0.000    0.000    0.000    0.000 retry.py:202(__init__)
       56    0.000    0.000    0.000    0.000 elements.py:5382(type)
        3    0.000    0.000    0.000    0.000 session.py:4315(flush)
        9    0.000    0.000    0.000    0.000 clsregistry.py:407(_determine_container)
        1    0.000    0.000    0.000    0.000 models.py:630(prepare_hooks)
       20    0.000    0.000    0.000    0.000 {method 'flush' of '_io.TextIOWrapper' objects}
        3    0.000    0.000    0.000    0.000 _parser.py:94(closegroup)
        1    0.000    0.000    0.000    0.000 base.py:791(begin)
        8    0.000    0.000    0.000    0.000 {built-in method builtins.any}
        2    0.000    0.000    0.000    0.000 type_api.py:918(_cached_bind_processor)
       55    0.000    0.000    0.000    0.000 attr.py:156(_adjust_fn_spec)
        1    0.000    0.000    0.000    0.000 mapper.py:1194(_path_registry)
       61    0.000    0.000    0.000    0.000 monkeypatch.py:149(frozendictMutableMappingSubclasshook)
       25    0.000    0.000    0.000    0.000 {method 'search' of 're.Pattern' objects}
       25    0.000    0.000    0.000    0.000 threading.py:267(__exit__)
        1    0.000    0.000    0.000    0.000 message.py:243(get_payload)
        6    0.000    0.000    0.000    0.000 series.py:831(_values)
        1    0.000    0.000    0.000    0.000 client.py:838(__init__)
        5    0.000    0.000    0.000    0.000 <frozen _collections_abc>:778(__contains__)
       89    0.000    0.000    0.000    0.000 {built-in method from_iterable}
        1    0.000    0.000    0.000    0.000 utils.py:529(get_encoding_from_headers)
       73    0.000    0.000    0.000    0.000 response.py:274(__len__)
        1    0.000    0.000    0.000    0.000 {method '__exit__' of '_io._IOBase' objects}
       18    0.000    0.000    0.000    0.000 relationships.py:2366(<genexpr>)
        7    0.000    0.000    0.000    0.000 decl_api.py:1382(<genexpr>)
        1    0.000    0.000    0.000    0.000 compiler.py:4972(_setup_select_stack)
        5    0.000    0.000    0.000    0.000 weakref.py:510(update)
        1    0.000    0.000    0.000    0.000 socket.py:769(close)
       18    0.000    0.000    0.000    0.000 traversals.py:459(_resolve_name_for_compare)
        6    0.000    0.000    0.000    0.000 base.py:754(_generate)
        1    0.000    0.000    0.000    0.000 mapper.py:2937(_polymorphic_properties)
        1    0.000    0.000    0.000    0.000 url.py:761(_get_entrypoint)
        3    0.000    0.000    0.000    0.000 blocks.py:2718(maybe_coerce_values)
        1    0.000    0.000    0.000    0.000 parse.py:483(urlunparse)
        1    0.000    0.000    0.000    0.000 utils.py:1008(get_auth_from_url)
       40    0.000    0.000    0.000    0.000 __init__.py:815(filter)
        4    0.000    0.000    0.000    0.000 _collections.py:411(coerce_generator_arg)
        7    0.000    0.000    0.000    0.000 {built-in method builtins.all}
        1    0.000    0.000    0.000    0.000 typing_extensions.py:3228(_collect_parameters)
        3    0.000    0.000    0.000    0.000 managers.py:236(set_axis)
       24    0.000    0.000    0.000    0.000 socket.py:731(readable)
       12    0.000    0.000    0.000    0.000 util.py:19(to_str)
        1    0.000    0.000    0.000    0.000 adapters.py:76(_urllib3_request_context)
       23    0.000    0.000    0.000    0.000 attr.py:389(__bool__)
        1    0.000    0.000    0.000    0.000 extras.py:773(_solve_conn_curs)
        3    0.000    0.000    0.000    0.000 result.py:2308(__init__)
        1    0.000    0.000    0.000    0.000 client.py:383(_check_close)
       47    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
       28    0.000    0.000    0.000    0.000 _parser.py:284(tell)
      114    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        9    0.000    0.000    0.000    0.000 url.py:330(_idna_encode)
        1    0.000    0.000    0.000    0.000 models.py:207(register_hook)
        3    0.000    0.000    0.000    0.000 {method 'fetchall' of 'psycopg2.extensions.cursor' objects}
       83    0.000    0.000    0.000    0.000 <frozen _collections_abc>:409(__subclasshook__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:778(spec_from_file_location)
        6    0.000    0.000    0.000    0.000 mapper.py:2413(<listcomp>)
        4    0.000    0.000    0.000    0.000 timeout.py:109(__init__)
      148    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
        2    0.000    0.000    0.000    0.000 mapper.py:2901(selectable)
      109    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
        3    0.000    0.000    0.000    0.000 common.py:1581(validate_all_hashable)
        3    0.000    0.000    0.000    0.000 frame.py:1648(__len__)
       72    0.000    0.000    0.000    0.000 base.py:201(_clone)
        3    0.000    0.000    0.000    0.000 _parser.py:222(__init__)
        1    0.000    0.000    0.000    0.000 selectable.py:4847(<listcomp>)
       15    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:119(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:225(compile)
        1    0.000    0.000    0.000    0.000 base.py:2679(__init__)
        1    0.000    0.000    0.000    0.000 queue.py:225(_full)
       11    0.000    0.000    0.000    0.000 elements.py:5291(_memoized_method_lower)
        6    0.000    0.000    0.000    0.000 base.py:84(<genexpr>)
        1    0.000    0.000    0.000    0.000 base.py:1399(_reset)
        6    0.000    0.000    0.000    0.000 base.py:2209(_safe_close_cursor)
       26    0.000    0.000    0.000    0.000 {built-in method time.time}
       45    0.000    0.000    0.000    0.000 visitors.py:1125(<setcomp>)
        1    0.000    0.000    0.000    0.000 connection.py:93(_set_socket_options)
       10    0.000    0.000    0.000    0.000 utils.py:1035(_validate_header_part)
       18    0.000    0.000    0.000    0.000 enum.py:116(_iter_bits_lsb)
        2    0.000    0.000    0.000    0.000 typing.py:1555(<genexpr>)
       20    0.000    0.000    0.000    0.000 __init__.py:368(getMessage)
        1    0.000    0.000    0.000    0.000 socket.py:515(family)
        2    0.000    0.000    0.000    0.000 elements.py:5547(apply_map)
        4    0.000    0.000    0.000    0.000 selectable.py:5353(_create_raw_select)
       22    0.000    0.000    0.000    0.000 <frozen ntpath>:35(_get_bothseps)
        1    0.000    0.000    0.000    0.000 path_registry.py:322(per_mapper)
        6    0.000    0.000    0.000    0.000 weakref.py:387(_commit_removals)
        3    0.000    0.000    0.000    0.000 base.py:924(from_execution_options)
        1    0.000    0.000    0.000    0.000 base.py:899(safe_merge)
        9    0.000    0.000    0.000    0.000 traversals.py:479(_memoized_attr_anon_map)
        1    0.000    0.000    0.000    0.000 selectable.py:5013(all_selected_columns)
        3    0.000    0.000    0.000    0.000 result.py:1142(scalars)
        3    0.000    0.000    0.000    0.000 session.py:4357(_is_clean)
       23    0.000    0.000    0.000    0.000 queue.py:248(_qsize)
        8    0.000    0.000    0.000    0.000 <frozen _collections_abc>:790(items)
        2    0.000    0.000    0.000    0.000 blocks.py:2659(get_values)
        6    0.000    0.000    0.000    0.000 generic.py:42(_instancecheck)
       14    0.000    0.000    0.000    0.000 base.py:912(__len__)
        7    0.000    0.000    0.000    0.000 result.py:185(<dictcomp>)
        5    0.000    0.000    0.000    0.000 structures.py:57(__iter__)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:132(_path_split)
        4    0.000    0.000    0.000    0.000 {built-in method numpy.empty}
        9    0.000    0.000    0.000    0.000 weakref.py:152(__contains__)
        1    0.000    0.000    0.000    0.000 result.py:1180(_tuple_getter)
       14    0.000    0.000    0.000    0.000 <frozen _collections_abc>:78(_check_methods)
        2    0.000    0.000    0.000    0.000 {method 'readlines' of '_io._IOBase' objects}
        3    0.000    0.000    0.000    0.000 common.py:568(require_length_match)
       18    0.000    0.000    0.000    0.000 relationships.py:2371(<genexpr>)
        1    0.000    0.000    0.000    0.000 sessions.py:107(get_redirect_target)
       23    0.000    0.000    0.000    0.000 {method '_checkClosed' of '_io._IOBase' objects}
        1    0.000    0.000    0.000    0.000 langhelpers.py:569(get_callable_argspec)
        1    0.000    0.000    0.000    0.000 {built-in method today}
        1    0.000    0.000    0.000    0.000 weakref.py:164(__setitem__)
        7    0.000    0.000    0.000    0.000 _parser.py:367(_escape)
        1    0.000    0.000    0.000    0.000 parse.py:815(quote)
        3    0.000    0.000    0.000    0.000 cursor.py:1099(fetchone)
       10    0.000    0.000    0.000    0.000 context.py:465(_append_dedupe_col_collection)
        3    0.000    0.000    0.000    0.000 cookies.py:534(<listcomp>)
        6    0.000    0.000    0.000    0.000 managers.py:2004(internal_values)
       17    0.000    0.000    0.000    0.000 message.py:506(set_raw)
        3    0.000    0.000    0.000    0.000 state.py:514(_cleanup)
        2    0.000    0.000    0.000    0.000 connectionpool.py:346(_get_timeout)
        9    0.000    0.000    0.000    0.000 relationships.py:2165(_is_self_referential)
        3    0.000    0.000    0.000    0.000 sessions.py:84(<listcomp>)
        2    0.000    0.000    0.000    0.000 url.py:263(_remove_path_dot_segments)
       23    0.000    0.000    0.000    0.000 langhelpers.py:1497(<genexpr>)
       63    0.000    0.000    0.000    0.000 annotation.py:323(_deannotate)
        2    0.000    0.000    0.000    0.000 client.py:417(close)
        1    0.000    0.000    0.000    0.000 ssl_.py:484(is_ipaddress)
        6    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
       57    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
        3    0.000    0.000    0.000    0.000 <string>:1(_generated_cache_key_traversal)
        1    0.000    0.000    0.000    0.000 queue.py:174(get)
        1    0.000    0.000    0.000    0.000 base.py:2701(_connection_begin_impl)
        1    0.000    0.000    0.000    0.000 annotation.py:343(_compiler_dispatch)
        2    0.000    0.000    0.000    0.000 decl_api.py:1360(_recurse_with_dependencies)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:179(_get_module_lock)
        9    0.000    0.000    0.000    0.000 __init__.py:1720(getEffectiveLevel)
        3    0.000    0.000    0.000    0.000 compiler.py:1880(<dictcomp>)
        1    0.000    0.000    0.000    0.000 utils.py:764(get_proxy)
        9    0.000    0.000    0.000    0.000 annotation.py:97(<genexpr>)
       80    0.000    0.000    0.000    0.000 mapper.py:898(mapper)
       18    0.000    0.000    0.000    0.000 instrumentation.py:246(is_mapped)
       29    0.000    0.000    0.000    0.000 structures.py:58(<genexpr>)
        3    0.000    0.000    0.000    0.000 loading.py:1329(_populate_full)
        6    0.000    0.000    0.000    0.000 elements.py:1605(shares_lineage)
        1    0.000    0.000    0.000    0.000 _compiler.py:384(_mk_bitmap)
       20    0.000    0.000    0.000    0.000 threading.py:1145(name)
        1    0.000    0.000    0.000    0.000 session.py:1074(_take_snapshot)
       20    0.000    0.000    0.000    0.000 _typing.py:375(is_quoted_name)
        3    0.000    0.000    0.000    0.000 base.py:581(dialect_options)
       49    0.000    0.000    0.000    0.000 {method 'appendleft' of 'collections.deque' objects}
       58    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
       12    0.000    0.000    0.000    0.000 __init__.py:237(_releaseLock)
        1    0.000    0.000    0.000    0.000 cast.py:1401(np_find_common_type)
        1    0.000    0.000    0.000    0.000 ssl.py:604(minimum_version)
        1    0.000    0.000    0.000    0.000 result.py:176(_row_as_tuple_getter)
       28    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 compiler.py:734(warn)
       38    0.000    0.000    0.000    0.000 interfaces.py:838(adapter)
       48    0.000    0.000    0.000    0.000 {built-in method builtins.min}
        2    0.000    0.000    0.000    0.000 cookies.py:542(merge_cookies)
        3    0.000    0.000    0.000    0.000 loading.py:957(<dictcomp>)
       11    0.000    0.000    0.000    0.000 queue.py:254(_get)
        6    0.000    0.000    0.000    0.000 cookiejar.py:1227(deepvalues)
       10    0.000    0.000    0.000    0.000 cursor.py:838(_index_for_key)
       56    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        3    0.000    0.000    0.000    0.000 {built-in method numpy.asarray}
       72    0.000    0.000    0.000    0.000 base.py:204(_copy_internals)
        5    0.000    0.000    0.000    0.000 type_api.py:1005(<genexpr>)
        3    0.000    0.000    0.000    0.000 state.py:201(__init__)
        3    0.000    0.000    0.000    0.000 _parser.py:82(opengroup)
        1    0.000    0.000    0.000    0.000 common.py:538(is_string_dtype)
        1    0.000    0.000    0.000    0.000 timeout.py:172(from_float)
        1    0.000    0.000    0.000    0.000 __init__.py:89(find_spec)
        3    0.000    0.000    0.000    0.000 config.py:676(_translate_key)
        3    0.000    0.000    0.000    0.000 base.py:86(_validate_set_axis)
       10    0.000    0.000    0.000    0.000 base.py:1655(__contains__)
       12    0.000    0.000    0.000    0.000 mapper.py:2985(_iterate_polymorphic_properties)
        1    0.000    0.000    0.000    0.000 path_registry.py:776(__init__)
        1    0.000    0.000    0.000    0.000 response.py:524(_flush_decoder)
        6    0.000    0.000    0.000    0.000 indexing.py:2800(check_dict_or_set_indexers)
        1    0.000    0.000    0.000    0.000 elements.py:3979(_from_objects)
       57    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
        3    0.000    0.000    0.000    0.000 _parser.py:307(_class_escape)
        1    0.000    0.000    0.000    0.000 log.py:287(__set__)
        1    0.000    0.000    0.000    0.000 idna.py:298(getregentry)
        3    0.000    0.000    0.000    0.000 config.py:635(_get_root)
        2    0.000    0.000    0.000    0.000 parse.py:404(_splitnetloc)
        2    0.000    0.000    0.000    0.000 type_api.py:603(_has_bind_expression)
        1    0.000    0.000    0.000    0.000 default.py:479(_type_memos)
       26    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
        3    0.000    0.000    0.000    0.000 construction.py:693(_sanitize_ndim)
        1    0.000    0.000    0.000    0.000 _collections.py:563(_manage_size)
        3    0.000    0.000    0.000    0.000 annotation.py:375(entity_namespace)
       42    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
       21    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        7    0.000    0.000    0.000    0.000 typing.py:1233(_is_dunder)
        1    0.000    0.000    0.000    0.000 context.py:1690(_select_statement)
       18    0.000    0.000    0.000    0.000 {method 'update' of 'set' objects}
        5    0.000    0.000    0.000    0.000 _compiler.py:214(_compile_charset)
        3    0.000    0.000    0.000    0.000 base.py:7754(maybe_extract_name)
        3    0.000    0.000    0.000    0.000 {function SocketIO.close at 0x00000122F1113060}
       24    0.000    0.000    0.000    0.000 _parser.py:109(__init__)
        1    0.000    0.000    0.000    0.000 weakref.py:568(__init__)
        1    0.000    0.000    0.000    0.000 base.py:250(_select_iterables)
        6    0.000    0.000    0.000    0.000 psycopg2.py:576(_log_notices)
        2    0.000    0.000    0.000    0.000 url.py:100(__new__)
       32    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {method 'astype' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 common.py:139(is_object_dtype)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:3143(_has_generic_or_protocol_as_origin)
        4    0.000    0.000    0.000    0.000 message.py:29(_splitparam)
        1    0.000    0.000    0.000    0.000 cursor.py:460(<dictcomp>)
        1    0.000    0.000    0.000    0.000 feedparser.py:70(close)
        2    0.000    0.000    0.000    0.000 timeout.py:188(clone)
        5    0.000    0.000    0.000    0.000 traversals.py:978(compare_bindparam)
        4    0.000    0.000    0.000    0.000 connection.py:163(host)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:173(__exit__)
        1    0.000    0.000    0.000    0.000 compiler.py:5313(visit_table)
       48    0.000    0.000    0.000    0.000 ssl.py:1113(_checkClosed)
        4    0.000    0.000    0.000    0.000 {method 'fetchone' of 'psycopg2.extensions.cursor' objects}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:642(_classify_pyc)
        1    0.000    0.000    0.000    0.000 request.py:199(body_to_chunks)
        1    0.000    0.000    0.000    0.000 socket.py:680(__init__)
       10    0.000    0.000    0.000    0.000 compiler.py:995(__init__)
       10    0.000    0.000    0.000    0.000 elements.py:1621(_proxy_key)
        4    0.000    0.000    0.000    0.000 cookiejar.py:884(__init__)
