Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-08-03 00:00:00-04:00,27.935347147482606,28.3689951783207,27.68355123365138,28.20113182067871,3327070,0.0,0.0
2020-08-04 00:00:00-04:00,28.187143408373856,28.285064731229554,27.888718859319617,28.126527786254883,3335159,0.0,0.0
2020-08-05 00:00:00-04:00,28.327030733751847,28.52287162279979,28.149840940152135,28.261749267578125,2275856,0.0,0.0
2020-08-06 00:00:00-04:00,28.09855023885175,28.555513515721966,27.935350948616033,28.420289993286133,3726208,0.0,0.0
2020-08-07 00:00:00-04:00,28.336354792509326,28.401634498495007,28.00062632879441,28.350341796875,2072834,0.0,0.0
2020-08-10 00:00:00-04:00,28.522870757486213,28.937867708354858,28.424951193301187,28.83062171936035,3092086,0.0,0.0
2020-08-11 00:00:00-04:00,29.021802317854334,29.46477681971152,28.620794098499935,28.69540023803711,4107589,0.0,0.0
2020-08-12 00:00:00-04:00,28.95651880323726,29.045113697349365,28.58348813190644,28.83062171936035,1955046,0.0,0.0
2020-08-13 00:00:00-04:00,28.541522728611636,28.732699516060904,27.744168706144837,27.772146224975586,5350381,0.0,0.0
2020-08-14 00:00:00-04:00,27.874733038658256,28.14051598823513,27.78147404706171,27.93535041809082,2139719,0.0,0.0
2020-08-17 00:00:00-04:00,28.070574675125656,28.299055437853458,27.80945229937667,27.832767486572266,1871588,0.0,0.0
2020-08-18 00:00:00-04:00,27.80012281002638,28.145177715970974,27.80012281002638,27.98663902282715,1631276,0.0,0.0
2020-08-19 00:00:00-04:00,28.126527596081203,28.29439096510507,27.84675238981373,27.907371520996094,3573103,0.0,0.0
2020-08-20 00:00:00-04:00,27.865407611800354,27.958664852002624,27.660240279565947,27.81877899169922,1906510,0.0,0.0
2020-08-21 00:00:00-04:00,27.674226180537257,28.294390448726585,27.655575085372018,28.19180679321289,4371182,0.0,0.0
2020-08-24 00:00:00-04:00,28.863263972015954,29.003151582097065,28.518210791710384,28.70472526550293,2523467,0.0,0.0
2020-08-25 00:00:00-04:00,28.70472348215365,28.86326217881708,28.187142866482873,28.275737762451172,2681110,0.0,0.0
2020-08-26 00:00:00-04:00,28.825956739060565,29.035788130267306,28.36899527750767,28.97050666809082,4099499,0.0,0.0
2020-08-27 00:00:00-04:00,29.18966390155633,29.46011092143729,28.662758621770088,29.110395431518555,7382966,0.0,0.0
2020-08-28 00:00:00-04:00,30.555890981852002,31.530433062183512,30.215500165307184,30.87296485900879,17972452,0.0,0.0
2020-08-31 00:00:00-04:00,30.574536616243382,31.413855086182792,30.50925691470991,30.812345504760742,5917619,0.0,0.0
2020-09-01 00:00:00-04:00,30.970886138014762,31.16672526609935,30.63981999196779,30.947572708129883,4548357,0.0,0.0
2020-09-02 00:00:00-04:00,31.208697057167353,31.99206423627107,30.93358941131049,31.92678451538086,4577755,0.0,0.0
2020-09-03 00:00:00-04:00,31.297287341128555,31.553745591290486,30.028981340290116,30.560550689697266,4005387,0.0,0.0
2020-09-04 00:00:00-04:00,30.46729923697708,30.868305737740542,29.43680195140439,30.14556121826172,4566114,0.0,0.0
2020-09-08 00:00:00-04:00,29.399494354782977,30.579205541308838,29.240955655611884,29.912412643432617,5832188,0.0,0.0
2020-09-09 00:00:00-04:00,30.360050058283395,31.418524757441755,30.21550187138684,31.16672706604004,6426653,0.0,0.0
2020-09-10 00:00:00-04:00,31.2786343012004,31.390544376071304,30.32740568374369,30.51392364501953,3963757,0.0,0.0
2020-09-11 00:00:00-04:00,30.644486323633497,31.124764773131666,30.439319001006773,30.956899642944336,3386852,0.0,0.0
2020-09-14 00:00:00-04:00,31.241334335217328,31.605038594948397,30.998864828729946,31.171390533447266,4197755,0.0,0.0
2020-09-15 00:00:00-04:00,31.474474489819645,31.7682349040871,31.115430863961443,31.287960052490234,2875450,0.0,0.0
2020-09-16 00:00:00-04:00,31.55375175752116,31.96874702283384,31.395214792487458,31.413864135742188,4367433,0.0,0.0
2020-09-17 00:00:00-04:00,30.92892115145403,31.544423100034816,30.53723936943835,31.03616714477539,4471213,0.0,0.0
2020-09-18 00:00:00-04:00,31.06880745679361,31.315941043887285,30.69111445097688,30.947572708129883,21878202,0.0,0.0
2020-09-21 00:00:00-04:00,30.201509796797463,30.551228814897176,29.71191019040454,30.541900634765625,4275294,0.0,0.0
2020-09-22 00:00:00-04:00,30.83099526437921,30.92891657275523,30.294765377155564,30.919591903686523,2148794,0.0,0.0
2020-09-23 00:00:00-04:00,31.343918882458023,31.399873928594655,30.471962105424964,30.593196868896484,4193414,0.0,0.0
2020-09-24 00:00:00-04:00,30.36937310876884,30.761054876136512,30.005668861175515,30.48128318786621,3206322,0.0,0.0
2020-09-25 00:00:00-04:00,30.308758732043735,30.7097651859594,30.14089360651256,30.644485473632812,2413768,0.0,0.0
2020-09-28 00:00:00-04:00,31.152743891844455,31.539761615874166,30.99420342427121,31.38588523864746,3783622,0.0,0.0
2020-09-29 00:00:00-04:00,31.469816828877946,31.93610652692271,31.19004511573515,31.894140243530273,2713467,0.0,0.0
2020-09-30 00:00:00-04:00,31.88947812621709,32.117962408647,31.320606484334608,31.56307601928711,3286229,0.0,0.0
2020-10-01 00:00:00-04:00,31.791560032682593,31.945432903865505,31.297292785980364,31.493135452270508,2183716,0.0,0.0
2020-10-02 00:00:00-04:00,30.72374862494187,31.535089572201777,30.64448016588397,31.315937042236328,1975565,0.0,0.0
2020-10-05 00:00:00-04:00,31.65633702370445,31.852176183733878,31.38122587208416,31.805545806884766,4981036,0.0,0.0
2020-10-06 00:00:00-04:00,31.74959205331246,32.117960423462634,31.334593309565758,31.465152740478516,3792698,0.0,0.0
2020-10-07 00:00:00-04:00,31.85216577792781,31.875479203999245,31.27396964883748,31.432506561279297,4220050,0.0,0.0
